Date,Product,Category,Units_Sold,Price,Stock_Level,Revenue,Promotion,Day_Of_Week,Month
2025-03-17,Linen Shirt,Shirts,18,40,304,720,0,0,3
2025-03-18,Linen Shirt,Shirts,19,40,285,760,0,1,3
2025-03-19,Linen Shirt,Shirts,21,40,264,840,0,2,3
2025-03-20,Linen Shirt,Shirts,22,40,242,880,0,3,3
2025-03-21,Linen Shirt,Shirts,17,40,225,680,0,4,3
2025-03-22,Linen Shirt,Shirts,26,40,199,1040,0,5,3
2025-03-23,Linen Shirt,Shirts,23,40,176,920,0,6,3
2025-03-24,Linen Shirt,Shirts,20,40,156,800,0,0,3
2025-03-25,Linen Shirt,Shirts,19,40,137,760,0,1,3
2025-03-26,Linen Shirt,Shirts,26,40,111,1040,0,2,3
2025-03-27,Linen Shirt,Shirts,23,40,88,920,0,3,3
2025-03-28,Linen Shirt,Shirts,28,40,426,1120,1,4,3
2025-03-29,Linen Shirt,Shirts,20,40,406,800,0,5,3
2025-03-30,Linen Shirt,Shirts,18,40,388,720,0,6,3
2025-03-31,Linen Shirt,Shirts,26,40,362,1040,0,0,3
2025-04-01,Linen Shirt,Shirts,24,40,338,960,0,1,4
2025-04-02,Linen Shirt,Shirts,24,40,314,960,0,2,4
2025-04-03,Linen Shirt,Shirts,22,40,292,880,0,3,4
2025-04-04,Linen Shirt,Shirts,18,40,274,720,0,4,4
2025-04-05,Linen Shirt,Shirts,26,40,248,1040,0,5,4
2025-04-06,Linen Shirt,Shirts,30,40,218,1200,0,6,4
2025-04-07,Linen Shirt,Shirts,20,40,198,800,0,0,4
2025-04-08,Linen Shirt,Shirts,30,40,168,1200,1,1,4
2025-04-09,Linen Shirt,Shirts,24,40,144,960,1,2,4
2025-04-10,Linen Shirt,Shirts,23,40,121,920,0,3,4
2025-04-11,Linen Shirt,Shirts,27,40,94,1080,1,4,4
2025-04-12,Linen Shirt,Shirts,25,40,418,1000,0,5,4
2025-04-13,Linen Shirt,Shirts,30,40,388,1200,0,6,4
2025-04-14,Linen Shirt,Shirts,27,40,361,1080,0,0,4
2025-04-15,Linen Shirt,Shirts,20,40,341,800,0,1,4
2025-04-16,Linen Shirt,Shirts,23,40,318,920,0,2,4
2025-04-17,Linen Shirt,Shirts,28,40,290,1120,0,3,4
2025-04-18,Linen Shirt,Shirts,27,40,263,1080,0,4,4
2025-04-19,Linen Shirt,Shirts,30,40,233,1200,0,5,4
2025-04-20,Linen Shirt,Shirts,31,40,202,1240,0,6,4
2025-04-21,Linen Shirt,Shirts,18,40,184,720,0,0,4
2025-04-22,Linen Shirt,Shirts,18,40,166,720,0,1,4
2025-04-23,Linen Shirt,Shirts,18,40,148,720,0,2,4
2025-04-24,Linen Shirt,Shirts,24,40,124,960,1,3,4
2025-04-25,Linen Shirt,Shirts,29,40,95,1160,1,4,4
2025-04-26,Linen Shirt,Shirts,26,40,281,1040,0,5,4
2025-04-27,Linen Shirt,Shirts,31,40,250,1240,0,6,4
2025-04-28,Linen Shirt,Shirts,20,40,230,800,0,0,4
2025-04-29,Linen Shirt,Shirts,26,40,204,1040,0,1,4
2025-04-30,Linen Shirt,Shirts,23,40,181,920,1,2,4
2025-05-01,Linen Shirt,Shirts,24,40,157,960,0,3,5
2025-05-02,Linen Shirt,Shirts,19,40,138,760,0,4,5
2025-05-03,Linen Shirt,Shirts,24,40,114,960,0,5,5
2025-05-04,Linen Shirt,Shirts,22,40,92,880,0,6,5
2025-05-05,Linen Shirt,Shirts,21,40,323,840,0,0,5
2025-05-06,Linen Shirt,Shirts,23,40,300,920,0,1,5
2025-05-07,Linen Shirt,Shirts,14,40,286,560,0,2,5
2025-05-08,Linen Shirt,Shirts,26,40,260,1040,0,3,5
2025-05-09,Linen Shirt,Shirts,20,40,240,800,0,4,5
2025-05-10,Linen Shirt,Shirts,24,40,216,960,0,5,5
2025-05-11,Linen Shirt,Shirts,24,40,192,960,0,6,5
2025-05-12,Linen Shirt,Shirts,21,40,171,840,0,0,5
2025-05-13,Linen Shirt,Shirts,19,40,152,760,0,1,5
2025-05-14,Linen Shirt,Shirts,17,40,135,680,0,2,5
2025-05-15,Linen Shirt,Shirts,19,40,116,760,0,3,5
2025-05-16,Linen Shirt,Shirts,22,40,94,880,0,4,5
2025-05-17,Linen Shirt,Shirts,28,40,416,1120,0,5,5
2025-05-18,Linen Shirt,Shirts,39,40,377,1560,1,6,5
2025-05-19,Linen Shirt,Shirts,24,40,353,960,0,0,5
2025-05-20,Linen Shirt,Shirts,18,40,335,720,0,1,5
2025-05-21,Linen Shirt,Shirts,19,40,316,760,0,2,5
2025-05-22,Linen Shirt,Shirts,16,40,300,640,0,3,5
2025-05-23,Linen Shirt,Shirts,24,40,276,960,0,4,5
2025-05-24,Linen Shirt,Shirts,31,40,245,1240,0,5,5
2025-05-25,Linen Shirt,Shirts,28,40,217,1120,0,6,5
2025-05-26,Linen Shirt,Shirts,16,40,201,640,0,0,5
2025-05-27,Linen Shirt,Shirts,23,40,178,920,0,1,5
2025-05-28,Linen Shirt,Shirts,20,40,158,800,0,2,5
2025-05-29,Linen Shirt,Shirts,22,40,136,880,0,3,5
2025-05-30,Linen Shirt,Shirts,26,40,110,1040,0,4,5
2025-05-31,Linen Shirt,Shirts,24,40,86,960,0,5,5
2025-06-01,Linen Shirt,Shirts,34,40,435,1360,0,6,6
2025-06-02,Linen Shirt,Shirts,22,40,413,880,0,0,6
2025-06-03,Linen Shirt,Shirts,21,40,392,840,0,1,6
2025-06-04,Linen Shirt,Shirts,31,40,361,1240,1,2,6
2025-06-05,Linen Shirt,Shirts,29,40,332,1160,1,3,6
2025-06-06,Linen Shirt,Shirts,21,40,311,840,0,4,6
2025-06-07,Linen Shirt,Shirts,41,40,270,1640,1,5,6
2025-06-08,Linen Shirt,Shirts,26,40,244,1040,0,6,6
2025-06-09,Linen Shirt,Shirts,25,40,219,1000,0,0,6
2025-06-10,Linen Shirt,Shirts,27,40,192,1080,0,1,6
2025-06-11,Linen Shirt,Shirts,27,40,165,1080,0,2,6
2025-06-12,Linen Shirt,Shirts,34,40,131,1360,1,3,6
2025-06-13,Linen Shirt,Shirts,27,40,104,1080,0,4,6
2025-06-14,Linen Shirt,Shirts,33,40,296,1320,0,5,6
2025-06-15,Linen Shirt,Shirts,28,40,268,1120,0,6,6
2025-06-16,Linen Shirt,Shirts,36,40,232,1440,1,0,6
2025-06-17,Linen Shirt,Shirts,23,40,209,920,0,1,6
2025-06-18,Linen Shirt,Shirts,24,40,185,960,0,2,6
2025-06-19,Linen Shirt,Shirts,22,40,163,880,0,3,6
2025-06-20,Linen Shirt,Shirts,35,40,128,1400,1,4,6
2025-06-21,Linen Shirt,Shirts,32,40,96,1280,0,5,6
2025-06-22,Linen Shirt,Shirts,28,40,410,1120,0,6,6
2025-06-23,Linen Shirt,Shirts,32,40,378,1280,1,0,6
2025-06-24,Linen Shirt,Shirts,27,40,351,1080,0,1,6
2025-06-25,Linen Shirt,Shirts,29,40,322,1160,0,2,6
2025-06-26,Linen Shirt,Shirts,23,40,299,920,0,3,6
2025-06-27,Linen Shirt,Shirts,24,40,275,960,0,4,6
2025-06-28,Linen Shirt,Shirts,28,40,247,1120,0,5,6
2025-06-29,Linen Shirt,Shirts,41,40,206,1640,1,6,6
2025-06-30,Linen Shirt,Shirts,22,40,184,880,0,0,6
2025-07-01,Linen Shirt,Shirts,30,40,154,1200,0,1,7
2025-07-02,Linen Shirt,Shirts,32,40,122,1280,1,2,7
2025-07-03,Linen Shirt,Shirts,24,40,98,960,0,3,7
2025-07-04,Linen Shirt,Shirts,24,40,460,960,0,4,7
2025-07-05,Linen Shirt,Shirts,39,40,421,1560,1,5,7
2025-07-06,Linen Shirt,Shirts,31,40,390,1240,0,6,7
2025-07-07,Linen Shirt,Shirts,23,40,367,920,0,0,7
2025-07-08,Linen Shirt,Shirts,26,40,341,1040,0,1,7
2025-07-09,Linen Shirt,Shirts,31,40,310,1240,0,2,7
2025-07-10,Linen Shirt,Shirts,19,40,291,760,0,3,7
2025-07-11,Linen Shirt,Shirts,34,40,257,1360,1,4,7
2025-07-12,Linen Shirt,Shirts,31,40,226,1240,0,5,7
2025-07-13,Linen Shirt,Shirts,32,40,194,1280,0,6,7
2025-07-14,Linen Shirt,Shirts,25,40,169,1000,0,0,7
2025-07-15,Linen Shirt,Shirts,24,40,145,960,0,1,7
2025-07-16,Linen Shirt,Shirts,20,40,125,800,0,2,7
2025-07-17,Linen Shirt,Shirts,27,40,98,1080,0,3,7
2025-07-18,Linen Shirt,Shirts,26,40,437,1040,0,4,7
2025-07-19,Linen Shirt,Shirts,42,40,395,1680,1,5,7
2025-07-20,Linen Shirt,Shirts,27,40,368,1080,0,6,7
2025-07-21,Linen Shirt,Shirts,25,40,343,1000,0,0,7
2025-07-22,Linen Shirt,Shirts,25,40,318,1000,0,1,7
2025-07-23,Linen Shirt,Shirts,27,40,291,1080,0,2,7
2025-07-24,Linen Shirt,Shirts,29,40,262,1160,0,3,7
2025-07-25,Linen Shirt,Shirts,26,40,236,1040,0,4,7
2025-07-26,Linen Shirt,Shirts,29,40,207,1160,0,5,7
2025-07-27,Linen Shirt,Shirts,32,40,175,1280,0,6,7
2025-07-28,Linen Shirt,Shirts,24,40,151,960,0,0,7
2025-07-29,Linen Shirt,Shirts,26,40,125,1040,0,1,7
2025-07-30,Linen Shirt,Shirts,20,40,105,800,0,2,7
2025-07-31,Linen Shirt,Shirts,36,40,281,1440,1,3,7
2025-08-01,Linen Shirt,Shirts,25,40,256,1000,0,4,8
2025-08-02,Linen Shirt,Shirts,26,40,230,1040,0,5,8
2025-08-03,Linen Shirt,Shirts,34,40,196,1360,0,6,8
2025-08-04,Linen Shirt,Shirts,29,40,167,1160,0,0,8
2025-08-05,Linen Shirt,Shirts,23,40,144,920,0,1,8
2025-08-06,Linen Shirt,Shirts,27,40,117,1080,1,2,8
2025-08-07,Linen Shirt,Shirts,37,40,80,1480,1,3,8
2025-08-08,Linen Shirt,Shirts,24,40,383,960,0,4,8
2025-08-09,Linen Shirt,Shirts,31,40,352,1240,0,5,8
2025-08-10,Linen Shirt,Shirts,29,40,323,1160,0,6,8
2025-08-11,Linen Shirt,Shirts,21,40,302,840,0,0,8
2025-08-12,Linen Shirt,Shirts,31,40,271,1240,1,1,8
2025-08-13,Linen Shirt,Shirts,25,40,246,1000,0,2,8
2025-08-14,Linen Shirt,Shirts,20,40,226,800,0,3,8
2025-08-15,Linen Shirt,Shirts,33,40,193,1320,1,4,8
2025-08-16,Linen Shirt,Shirts,40,40,153,1600,1,5,8
2025-08-17,Linen Shirt,Shirts,45,40,108,1800,1,6,8
2025-08-18,Linen Shirt,Shirts,29,40,424,1160,0,0,8
2025-08-19,Linen Shirt,Shirts,23,40,401,920,0,1,8
2025-08-20,Linen Shirt,Shirts,29,40,372,1160,0,2,8
2025-08-21,Linen Shirt,Shirts,33,40,339,1320,1,3,8
2025-08-22,Linen Shirt,Shirts,24,40,315,960,0,4,8
2025-08-23,Linen Shirt,Shirts,32,40,283,1280,0,5,8
2025-08-24,Linen Shirt,Shirts,26,40,257,1040,0,6,8
2025-08-25,Linen Shirt,Shirts,33,40,224,1320,1,0,8
2025-08-26,Linen Shirt,Shirts,24,40,200,960,0,1,8
2025-08-27,Linen Shirt,Shirts,28,40,172,1120,0,2,8
2025-08-28,Linen Shirt,Shirts,28,40,144,1120,0,3,8
2025-08-29,Linen Shirt,Shirts,26,40,118,1040,0,4,8
2025-08-30,Linen Shirt,Shirts,30,40,88,1200,0,5,8
2025-08-31,Linen Shirt,Shirts,30,40,268,1200,0,6,8
2025-09-01,Linen Shirt,Shirts,18,40,250,720,0,0,9
2025-09-02,Linen Shirt,Shirts,13,40,237,520,0,1,9
2025-09-03,Linen Shirt,Shirts,16,40,221,640,0,2,9
2025-09-04,Linen Shirt,Shirts,20,40,201,800,0,3,9
2025-09-05,Linen Shirt,Shirts,19,40,182,760,1,4,9
2025-09-06,Linen Shirt,Shirts,26,40,156,1040,0,5,9
2025-09-07,Linen Shirt,Shirts,23,40,133,920,0,6,9
2025-09-08,Linen Shirt,Shirts,23,40,110,920,0,0,9
2025-09-09,Linen Shirt,Shirts,24,40,86,960,0,1,9
2025-09-10,Linen Shirt,Shirts,19,40,277,760,0,2,9
2025-09-11,Linen Shirt,Shirts,20,40,257,800,0,3,9
2025-09-12,Linen Shirt,Shirts,24,40,233,960,1,4,9
2025-09-13,Linen Shirt,Shirts,23,40,210,920,0,5,9
2025-09-14,Linen Shirt,Shirts,25,40,185,1000,0,6,9
2025-09-15,Linen Shirt,Shirts,16,40,169,640,0,0,9
2025-09-16,Linen Shirt,Shirts,25,40,144,1000,1,1,9
2025-09-17,Linen Shirt,Shirts,24,40,120,960,0,2,9
2025-09-18,Linen Shirt,Shirts,23,40,97,920,0,3,9
2025-09-19,Linen Shirt,Shirts,15,40,82,600,0,4,9
2025-09-20,Linen Shirt,Shirts,33,40,320,1320,0,5,9
2025-09-21,Linen Shirt,Shirts,38,40,282,1520,1,6,9
2025-09-22,Linen Shirt,Shirts,19,40,263,760,0,0,9
2025-09-23,Linen Shirt,Shirts,21,40,242,840,0,1,9
2025-09-24,Linen Shirt,Shirts,19,40,223,760,0,2,9
2025-09-25,Linen Shirt,Shirts,22,40,201,880,0,3,9
2025-09-26,Linen Shirt,Shirts,15,40,186,600,0,4,9
2025-09-27,Linen Shirt,Shirts,32,40,154,1280,1,5,9
2025-09-28,Linen Shirt,Shirts,28,40,126,1120,0,6,9
2025-09-29,Linen Shirt,Shirts,18,40,108,720,0,0,9
2025-09-30,Linen Shirt,Shirts,15,40,93,600,0,1,9
2025-10-01,Linen Shirt,Shirts,18,40,448,720,0,2,10
2025-10-02,Linen Shirt,Shirts,19,40,429,760,0,3,10
2025-10-03,Linen Shirt,Shirts,19,40,410,760,0,4,10
2025-10-04,Linen Shirt,Shirts,39,40,371,1560,1,5,10
2025-10-05,Linen Shirt,Shirts,27,40,344,1080,0,6,10
2025-10-06,Linen Shirt,Shirts,20,40,324,800,0,0,10
2025-10-07,Linen Shirt,Shirts,20,40,304,800,0,1,10
2025-10-08,Linen Shirt,Shirts,24,40,280,960,0,2,10
2025-10-09,Linen Shirt,Shirts,19,40,261,760,0,3,10
2025-10-10,Linen Shirt,Shirts,23,40,238,920,1,4,10
2025-10-11,Linen Shirt,Shirts,22,40,216,880,0,5,10
2025-10-12,Linen Shirt,Shirts,27,40,189,1080,0,6,10
2025-10-13,Linen Shirt,Shirts,24,40,165,960,1,0,10
2025-10-14,Linen Shirt,Shirts,21,40,144,840,0,1,10
2025-10-15,Linen Shirt,Shirts,17,40,127,680,0,2,10
2025-10-16,Linen Shirt,Shirts,22,40,105,880,0,3,10
2025-10-17,Linen Shirt,Shirts,27,40,345,1080,0,4,10
2025-10-18,Linen Shirt,Shirts,28,40,317,1120,0,5,10
2025-10-19,Linen Shirt,Shirts,39,40,278,1560,1,6,10
2025-10-20,Linen Shirt,Shirts,27,40,251,1080,0,0,10
2025-10-21,Linen Shirt,Shirts,19,40,232,760,0,1,10
2025-10-22,Linen Shirt,Shirts,23,40,209,920,0,2,10
2025-10-23,Linen Shirt,Shirts,21,40,188,840,1,3,10
2025-10-24,Linen Shirt,Shirts,21,40,167,840,0,4,10
2025-10-25,Linen Shirt,Shirts,27,40,140,1080,0,5,10
2025-10-26,Linen Shirt,Shirts,23,40,117,920,0,6,10
2025-10-27,Linen Shirt,Shirts,18,40,99,720,0,0,10
2025-10-28,Linen Shirt,Shirts,23,40,287,920,0,1,10
2025-10-29,Linen Shirt,Shirts,22,40,265,880,0,2,10
2025-10-30,Linen Shirt,Shirts,24,40,241,960,1,3,10
2025-10-31,Linen Shirt,Shirts,19,40,222,760,0,4,10
2025-11-01,Linen Shirt,Shirts,36,40,186,1440,0,5,11
2025-11-02,Linen Shirt,Shirts,37,40,149,1480,0,6,11
2025-11-03,Linen Shirt,Shirts,31,40,118,1240,0,0,11
2025-11-04,Linen Shirt,Shirts,25,40,93,1000,0,1,11
2025-11-05,Linen Shirt,Shirts,27,40,345,1080,0,2,11
2025-11-06,Linen Shirt,Shirts,30,40,315,1200,0,3,11
2025-11-07,Linen Shirt,Shirts,28,40,287,1120,0,4,11
2025-11-08,Linen Shirt,Shirts,38,40,249,1520,0,5,11
2025-11-09,Linen Shirt,Shirts,36,40,213,1440,0,6,11
2025-11-10,Linen Shirt,Shirts,28,40,185,1120,0,0,11
2025-11-11,Linen Shirt,Shirts,33,40,152,1320,0,1,11
2025-11-12,Linen Shirt,Shirts,22,40,130,880,0,2,11
2025-11-13,Linen Shirt,Shirts,30,40,100,1200,0,3,11
2025-11-14,Linen Shirt,Shirts,29,40,282,1160,0,4,11
2025-11-15,Linen Shirt,Shirts,38,40,244,1520,0,5,11
2025-11-16,Linen Shirt,Shirts,30,40,214,1200,0,6,11
2025-11-17,Linen Shirt,Shirts,30,40,184,1200,0,0,11
2025-11-18,Linen Shirt,Shirts,30,40,154,1200,0,1,11
2025-11-19,Linen Shirt,Shirts,33,40,121,1320,1,2,11
2025-11-20,Linen Shirt,Shirts,32,40,89,1280,0,3,11
2025-11-21,Linen Shirt,Shirts,24,40,373,960,0,4,11
2025-11-22,Linen Shirt,Shirts,38,40,335,1520,0,5,11
2025-11-23,Linen Shirt,Shirts,40,40,295,1600,0,6,11
2025-11-24,Linen Shirt,Shirts,33,40,262,1320,0,0,11
2025-11-25,Linen Shirt,Shirts,26,40,236,1040,0,1,11
2025-11-26,Linen Shirt,Shirts,32,40,204,1280,0,2,11
2025-11-27,Linen Shirt,Shirts,26,40,178,1040,0,3,11
2025-11-28,Linen Shirt,Shirts,28,40,150,1120,0,4,11
2025-11-29,Linen Shirt,Shirts,37,40,113,1480,0,5,11
2025-11-30,Linen Shirt,Shirts,38,40,390,1520,0,6,11
2025-12-01,Linen Shirt,Shirts,26,40,364,1040,0,0,12
2025-12-02,Linen Shirt,Shirts,35,40,329,1400,1,1,12
2025-12-03,Linen Shirt,Shirts,31,40,298,1240,0,2,12
2025-12-04,Linen Shirt,Shirts,23,40,275,920,0,3,12
2025-12-05,Linen Shirt,Shirts,33,40,242,1320,0,4,12
2025-12-06,Linen Shirt,Shirts,37,40,205,1480,0,5,12
2025-12-07,Linen Shirt,Shirts,35,40,170,1400,0,6,12
2025-12-08,Linen Shirt,Shirts,22,40,148,880,0,0,12
2025-12-09,Linen Shirt,Shirts,27,40,121,1080,0,1,12
2025-12-10,Linen Shirt,Shirts,28,40,93,1120,0,2,12
2025-12-11,Linen Shirt,Shirts,32,40,441,1280,1,3,12
2025-12-12,Linen Shirt,Shirts,28,40,413,1120,0,4,12
2025-12-13,Linen Shirt,Shirts,40,40,373,1600,0,5,12
2025-12-14,Linen Shirt,Shirts,40,40,333,1600,0,6,12
2025-12-15,Linen Shirt,Shirts,26,40,307,1040,0,0,12
2025-12-16,Linen Shirt,Shirts,30,40,277,1200,0,1,12
2025-12-17,Linen Shirt,Shirts,32,40,245,1280,0,2,12
2025-12-18,Linen Shirt,Shirts,40,40,205,1600,1,3,12
2025-12-19,Linen Shirt,Shirts,31,40,174,1240,0,4,12
2025-12-20,Linen Shirt,Shirts,41,40,133,1640,0,5,12
2025-12-21,Linen Shirt,Shirts,35,40,98,1400,0,6,12
2025-12-22,Linen Shirt,Shirts,24,40,359,960,0,0,12
2025-12-23,Linen Shirt,Shirts,30,40,329,1200,0,1,12
2025-12-24,Linen Shirt,Shirts,24,40,305,960,0,2,12
2025-12-25,Linen Shirt,Shirts,26,40,279,1040,0,3,12
2025-12-26,Linen Shirt,Shirts,26,40,253,1040,0,4,12
2025-12-27,Linen Shirt,Shirts,34,40,219,1360,0,5,12
2025-12-28,Linen Shirt,Shirts,36,40,183,1440,0,6,12
2025-12-29,Linen Shirt,Shirts,29,40,154,1160,0,0,12
2025-12-30,Linen Shirt,Shirts,31,40,123,1240,0,1,12
2025-12-31,Linen Shirt,Shirts,34,40,89,1360,0,2,12
2025-01-01,Denim Jacket,Outerwear,16,80,453,1280,1,2,1
2025-01-02,Denim Jacket,Outerwear,8,80,445,640,0,3,1
2025-01-03,Denim Jacket,Outerwear,17,80,428,1360,1,4,1
2025-01-04,Denim Jacket,Outerwear,13,80,415,1040,0,5,1
2025-01-05,Denim Jacket,Outerwear,17,80,398,1360,1,6,1
2025-01-06,Denim Jacket,Outerwear,12,80,386,960,0,0,1
2025-01-07,Denim Jacket,Outerwear,10,80,376,800,0,1,1
2025-01-08,Denim Jacket,Outerwear,12,80,364,960,0,2,1
2025-01-09,Denim Jacket,Outerwear,4,80,360,320,0,3,1
2025-01-10,Denim Jacket,Outerwear,4,80,356,320,0,4,1
2025-01-11,Denim Jacket,Outerwear,15,80,341,1200,0,5,1
2025-01-12,Denim Jacket,Outerwear,12,80,329,960,0,6,1
2025-01-13,Denim Jacket,Outerwear,8,80,321,640,0,0,1
2025-01-14,Denim Jacket,Outerwear,11,80,310,880,0,1,1
2025-01-15,Denim Jacket,Outerwear,10,80,300,800,0,2,1
2025-01-16,Denim Jacket,Outerwear,7,80,293,560,0,3,1
2025-01-17,Denim Jacket,Outerwear,17,80,276,1360,0,4,1
2025-01-18,Denim Jacket,Outerwear,17,80,259,1360,0,5,1
2025-01-19,Denim Jacket,Outerwear,11,80,248,880,0,6,1
2025-01-20,Denim Jacket,Outerwear,8,80,240,640,0,0,1
2025-01-21,Denim Jacket,Outerwear,8,80,232,640,0,1,1
2025-01-22,Denim Jacket,Outerwear,9,80,223,720,0,2,1
2025-01-23,Denim Jacket,Outerwear,12,80,211,960,0,3,1
2025-01-24,Denim Jacket,Outerwear,10,80,201,800,0,4,1
2025-01-25,Denim Jacket,Outerwear,11,80,190,880,0,5,1
2025-01-26,Denim Jacket,Outerwear,12,80,178,960,0,6,1
2025-01-27,Denim Jacket,Outerwear,9,80,169,720,0,0,1
2025-01-28,Denim Jacket,Outerwear,7,80,162,560,0,1,1
2025-01-29,Denim Jacket,Outerwear,7,80,155,560,0,2,1
2025-01-30,Denim Jacket,Outerwear,7,80,148,560,0,3,1
2025-01-31,Denim Jacket,Outerwear,11,80,137,880,0,4,1
2025-02-01,Denim Jacket,Outerwear,20,80,117,1600,1,5,2
2025-02-02,Denim Jacket,Outerwear,13,80,104,1040,0,6,2
2025-02-03,Denim Jacket,Outerwear,4,80,100,320,0,0,2
2025-02-04,Denim Jacket,Outerwear,11,80,89,880,0,1,2
2025-02-05,Denim Jacket,Outerwear,8,80,81,640,0,2,2
2025-02-06,Denim Jacket,Outerwear,7,80,285,560,0,3,2
2025-02-07,Denim Jacket,Outerwear,8,80,277,640,0,4,2
2025-02-08,Denim Jacket,Outerwear,19,80,258,1520,1,5,2
2025-02-09,Denim Jacket,Outerwear,14,80,244,1120,0,6,2
2025-02-10,Denim Jacket,Outerwear,7,80,237,560,0,0,2
2025-02-11,Denim Jacket,Outerwear,18,80,219,1440,0,1,2
2025-02-12,Denim Jacket,Outerwear,15,80,204,1200,1,2,2
2025-02-13,Denim Jacket,Outerwear,14,80,190,1120,0,3,2
2025-02-14,Denim Jacket,Outerwear,13,80,177,1040,1,4,2
2025-02-15,Denim Jacket,Outerwear,11,80,166,880,0,5,2
2025-02-16,Denim Jacket,Outerwear,15,80,151,1200,0,6,2
2025-02-17,Denim Jacket,Outerwear,6,80,145,480,0,0,2
2025-02-18,Denim Jacket,Outerwear,14,80,131,1120,0,1,2
2025-02-19,Denim Jacket,Outerwear,9,80,122,720,0,2,2
2025-02-20,Denim Jacket,Outerwear,12,80,110,960,0,3,2
2025-02-21,Denim Jacket,Outerwear,11,80,99,880,0,4,2
2025-02-22,Denim Jacket,Outerwear,16,80,83,1280,0,5,2
2025-02-23,Denim Jacket,Outerwear,16,80,400,1280,0,6,2
2025-02-24,Denim Jacket,Outerwear,11,80,389,880,0,0,2
2025-02-25,Denim Jacket,Outerwear,10,80,379,800,0,1,2
2025-02-26,Denim Jacket,Outerwear,10,80,369,800,0,2,2
2025-02-27,Denim Jacket,Outerwear,9,80,360,720,0,3,2
2025-02-28,Denim Jacket,Outerwear,10,80,350,800,0,4,2
2025-03-01,Denim Jacket,Outerwear,7,80,343,560,0,5,3
2025-03-02,Denim Jacket,Outerwear,12,80,331,960,0,6,3
2025-03-03,Denim Jacket,Outerwear,12,80,319,960,0,0,3
2025-03-04,Denim Jacket,Outerwear,3,80,316,240,0,1,3
2025-03-05,Denim Jacket,Outerwear,5,80,311,400,0,2,3
2025-03-06,Denim Jacket,Outerwear,10,80,301,800,0,3,3
2025-03-07,Denim Jacket,Outerwear,6,80,295,480,0,4,3
2025-03-08,Denim Jacket,Outerwear,11,80,284,880,0,5,3
2025-03-09,Denim Jacket,Outerwear,13,80,271,1040,0,6,3
2025-03-10,Denim Jacket,Outerwear,18,80,253,1440,1,0,3
2025-03-11,Denim Jacket,Outerwear,6,80,247,480,0,1,3
2025-03-12,Denim Jacket,Outerwear,9,80,238,720,1,2,3
2025-03-13,Denim Jacket,Outerwear,0,80,238,0,0,3,3
2025-03-14,Denim Jacket,Outerwear,12,80,226,960,0,4,3
2025-03-15,Denim Jacket,Outerwear,3,80,223,240,0,5,3
2025-03-16,Denim Jacket,Outerwear,7,80,216,560,1,6,3
2025-03-17,Denim Jacket,Outerwear,12,80,204,960,1,0,3
2025-03-18,Denim Jacket,Outerwear,10,80,194,800,0,1,3
2025-03-19,Denim Jacket,Outerwear,8,80,186,640,0,2,3
2025-03-20,Denim Jacket,Outerwear,6,80,180,480,0,3,3
2025-03-21,Denim Jacket,Outerwear,10,80,170,800,0,4,3
2025-03-22,Denim Jacket,Outerwear,6,80,164,480,0,5,3
2025-03-23,Denim Jacket,Outerwear,13,80,151,1040,0,6,3
2025-03-24,Denim Jacket,Outerwear,5,80,146,400,0,0,3
2025-03-25,Denim Jacket,Outerwear,6,80,140,480,0,1,3
2025-03-26,Denim Jacket,Outerwear,10,80,130,800,1,2,3
2025-03-27,Denim Jacket,Outerwear,8,80,122,640,0,3,3
2025-03-28,Denim Jacket,Outerwear,11,80,111,880,1,4,3
2025-03-29,Denim Jacket,Outerwear,6,80,105,480,0,5,3
2025-03-30,Denim Jacket,Outerwear,9,80,96,720,0,6,3
2025-03-31,Denim Jacket,Outerwear,9,80,87,720,0,0,3
2025-04-01,Denim Jacket,Outerwear,3,80,84,240,0,1,4
2025-04-02,Denim Jacket,Outerwear,7,80,387,560,0,2,4
2025-04-03,Denim Jacket,Outerwear,12,80,375,960,0,3,4
2025-04-04,Denim Jacket,Outerwear,8,80,367,640,0,4,4
2025-04-05,Denim Jacket,Outerwear,10,80,357,800,0,5,4
2025-04-06,Denim Jacket,Outerwear,10,80,347,800,0,6,4
2025-04-07,Denim Jacket,Outerwear,7,80,340,560,0,0,4
2025-04-08,Denim Jacket,Outerwear,11,80,329,880,0,1,4
2025-04-09,Denim Jacket,Outerwear,5,80,324,400,0,2,4
2025-04-10,Denim Jacket,Outerwear,9,80,315,720,0,3,4
2025-04-11,Denim Jacket,Outerwear,11,80,304,880,1,4,4
2025-04-12,Denim Jacket,Outerwear,7,80,297,560,0,5,4
2025-04-13,Denim Jacket,Outerwear,11,80,286,880,0,6,4
2025-04-14,Denim Jacket,Outerwear,9,80,277,720,0,0,4
2025-04-15,Denim Jacket,Outerwear,2,80,275,160,1,1,4
2025-04-16,Denim Jacket,Outerwear,5,80,270,400,0,2,4
2025-04-17,Denim Jacket,Outerwear,12,80,258,960,0,3,4
2025-04-18,Denim Jacket,Outerwear,6,80,252,480,0,4,4
2025-04-19,Denim Jacket,Outerwear,6,80,246,480,0,5,4
2025-04-20,Denim Jacket,Outerwear,4,80,242,320,0,6,4
2025-04-21,Denim Jacket,Outerwear,4,80,238,320,0,0,4
